rating,title,text,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
1.0,Too short - cheap material,I don't like this dress - cheap material... too short but too big,B09WQRSLYP,B09WQRSLYP,AFFJJDCPD2QZB563D2LY6YDYHZNQ,1658766201076,0,True
3.0,Okay,It is falling apart a little after one use. I don't think I'll be able to bring it on the plane again. I should have spent more and got a different one.,B011F9XO20,B011F9XO20,AHUT77G2ZVMQ7LAGFL6BX2KURPHQ,1476452183000,0,True
2.0,Way too big- ignore Women/Boys description,I returned as soon as I tried on- even w adjustments they are way too big for my head. Only get for a boy if he's already near full grown or a woman if avg-lg men's hats fit you. Too loose to tell if they'd be warm or protect from wind.,B0B8S757RG,B0B8S75TK7,AE3HUPUC67YZCHX67UNGRVDBEP7Q,1668801345159,0,True
5.0,Old school awesome!,Just a great watch! Classic digital style.,B000GAWSDG,B09TXZHKLG,AGRRRFYF5B7V6KKE4XX6ZU43AWNQ,1593968952159,0,True
5.0,Pink mirrors...fab,"Love color, weight, frames. Many compliments in two days",B07G5TZSKR,B07G5TZSKR,AFJ6S5GABBB4RNLKH6BO6WOZ2HTA,1557010501423,0,True
5.0,Gorgeous,"This dress is gorgeous. It looks just like it does in the picture.  I am wearing this dress to perform in with some silver and black ankle boots and it is hot!  The material is great, but see through so you might want to wear a slip (do people still wear those? lol).",B073WQHSQ7,B073WQHSQ7,AGGCWMSAF264VXQKDH5RA5YISEQQ,1556279601908,0,True
5.0,fab,"fabulous, well worth the money",B00S5OKFO4,B00S5OKFO4,AGF7DGHXGPRSO4VGRGZ5X4LGTFWA,1437758358000,0,True
5.0,Soft and thick.,This hat is very cute and goes with everything. Fits really well and is made with good yarn.,B074Q73N79,B074Q73N79,AHHNYKA4QIVWBI3L6254FFM6HEDA,1509100857409,0,True
1.0,I feel like I completely wasted my money by buying this,Don't even bother with this. If I could give this product 0 stars I would. The product came broken. It's cheap material. The clasp does not function. I feel like I completely wasted my money by buying this. I would not recommend.,B06XNM3JJ3,B06XNM3JJ3,AE6ZTEOLWTXYHIGLCPWUGEZXDBSQ,1527073709321,0,True
5.0,My wife loved her Christmas present,"My wife loved her Christmas present!  She loves the weight and size, perfect for her 5' frame.  I picked this one out because it was simple and clean",B007BF2I98,B007BF2I98,AGX3PW5EJ2QCKZMFIDS453CUD32A,1482942986000,0,False
5.0,Love it,Great Value,B0768RV4L5,B0BYNLCMJY,AHEYSC2QVPYFEB42JMRTOMQ4W7CQ,1592485471823,0,True
4.0,Comfortable bras,"These bras are very comfortable the only thing is the question when you put them on they wrinkle inside the cup, so I just took them out of one of the bras.",B08BC3MVRW,B08BC3MVRW,AGITYBJVPEU67VYUZAEQ5QBN4IKQ,1615101264541,0,True
5.0,Five Stars,Exactly as described,B01L5RICKQ,B01L5RICKQ,AGHQYSZASL6UUJBXBA3CF3I3YKOA,1475499305000,0,True
5.0,Beautiful color and design,"Beautiful color and design.  Xsmall fits more like a small, but still is decent fit.  I might order in a few more colors.",B01MYPE0FK,B01MYPE0FK,AEMDJ57T4P7W4H3NAJD7TIYSXO4Q,1515553724085,0,True
5.0,Five Stars,Very happy with these boots.,B01KOXJNFA,B01KOXJNFA,AG5QDGN7RSSCQGYMF2Y5NS3VDVJA,1484709401000,0,True
3.0,Beautiful if you can get what you ordered.,"Original dress arrived filthy, second dress was the incorrect color. Beautiful dress nonetheless.",B06XRWM9S1,B06XRWM9S1,AFNID2HFZS5INIYDVJFEHOBH7WLQ,1579850516386,0,True
1.0,Arrived Broken and Unusable,Mittens arrived broken! Heating cables are completely broken off and detached from heat packs!! No warm hands here!!!,B07WT92LZR,B07WWC9FJD,AGCBJHTYFF33RJBXXP3IN4NX35AQ,1604609604910,0,True
5.0,Five Stars,Just as I expected.,B013XL3Z3Q,B0C4WSH5LC,AHKFX6WO6YSRLAAXBKIY7NP2A6MQ,1450372808000,0,True
3.0,a great deal. Cons,Pros: very cute dress; looked well made; a great deal.<br />Cons: I'm 5'1 and it was a little too short to be appropriate for a 34 yr old at a office holiday party (probably 2-3 inches above my knee) .<br /><br />I would size up when ordering.  I wear a med/large in most things and the XL fit in this dress... and expect it to be short.  The color on the website is the same as what was delivered.  It is a great bargain if you are younger or don't mind it being short.,B0749LZPWH,B0749LZPWH,AFKAXGQU2D22YDLVZUIW4HVYOQQA,1512136754545,2,True
5.0,Cute headband,The wife gets makeup on it easily but washes off easily too.,B074SHYN25,B074SHYN25,AEZ5FH5RN6ICOGXW4VX6TZO4P4QA,1576189045601,0,True
2.0,Runs about a half size bigger,Pretty ring stone was a nice size however I'm going to have to return it and exchange of for a size 6 because the 7  Is about a 1/2 size bigger the only options for this ring are size 6 or 7 so if you are size 6 I feel this ring would not be the right size for you and would fall off your finger like it did mine disappointed cause it's a beautiful piece of jewelry,B073QS5MLN,B073QS5MLN,AFP2HESCJJ2UIGSUGGQ6I7LFINRQ,1577378651357,0,True
5.0,Great,All was good,B08K3KPP9K,B08K3KPP9K,AHAHH6TA5UIUFEYK4YCQATYY6O3Q,1636677463121,0,True
4.0,Usage,Easy,B076J8M3N7,B076J8M3N7,AHRWLSJNDUNQEATJ3TCOV4YFB62A,1529510589624,1,True
1.0,this turned my neck green,This turned my neck green it was not sterling silver. Sterling silver has never done that to me before.,B07DCTYJJ7,B07DCW3VCW,AFMRSJFFLYIU3W2NCJFUTDJTNCVA,1657650406414,0,True
5.0,Five Stars,Great little sun dress.  Fit as expected and very comfortable,B0183R37MY,B0183R37MY,AFPV52RJB5VLSW3UQRCTJZWMK3OA,1476728440000,0,True
5.0,Because I have too,"I have this because I have to not because I want too. So besides that, it is more comfortable than the disposable ones",B08FZLW75L,B08FZLW75L,AFTJ3Y6U5G7CLLLJRL6ED63KYFPA,1643557547801,1,True
5.0,Great purchase,I purchased this for new year great gatsby theme party and I absolutely love it. I got so many compliments on it. It comes with detachable brooch so it can be dressed up and dressed down.,B07D6LH32T,B07D6LH32T,AF6SF4DFPMDX2HR7NLTOBHT25ZFA,1578205062833,0,True
5.0,"I love them, they will be prayed over and worn","I give this a five star review. I love them, they will be prayed over and worn. God bless",B004P3WCAY,B004P3WCAY,AGHJ2QQLUTUH2IP2PDBE4IFQM37A,1431381493000,0,True
5.0,Pretty,"It’s Small and perfect for a necklace, I am using it on my keychain where it is perfect. The picture is absolutely beautiful",B07CXX5V51,B07CXX5V51,AENC2WCWRUPQCZBIYQ6WUFFEQ4YQ,1648415096013,0,True
5.0,No issues. Item was as advertised and arrived on ...,No issues.  Item was as advertised and arrived on time.,B00IT2WOT6,B00IT2WOT6,AENSUHCNDNXNZS2NGQZG7EJTBTLA,1449452978000,0,False
5.0,Five Stars,Cute,B017KV1B0E,B017KV1B0E,AFMYSP5GURLGU4K2KVAVTTNJOUJA,1458126615000,0,True
5.0,Exactly what I wanted!,"I wanted really comfy street style cargo pants that were also stretchy so I'd feel like I could move around in them and wear them on casual days while still looking like I put in some effort, and these were it t the fraction of the price that you usually see them being sold in stores at! I will say check the size chart. I am a 12/14 in U.S. sized pants, so L to XL depending on the brand. I buy a lot of clothing in Asian sizes, so I got the XL to be safe and because I like my clothing baggy, and I am at the end of the drawstring on the pants but they fit well. They wash well too! The buckles have not come off and I've washed them two to three times now.",B083FYG5GD,B083FYG5GD,AHUG37GDVYTRUZQDJYH6TM4TO5XQ,1583780106644,0,True
2.0,Poor,the watches fall out of the slot with the pillow. Poor design,B00N6W0ZU4,B00N6W0ZU4,AHA5WMXK75HQMH4EU6KNK3VEKVXQ,1521995788209,0,True
5.0,Better than expected!,"The color, style, and material is excellent.",B01GG3YUCS,B01GG3YUCS,AE3ZK5IE4KRUGORHXMIVXWEQSSWQ,1555105549797,0,True
5.0,Worth the investment for occasional usage.,"I love the color, it’s easy to put on. And even has belt loops so you can jazz it up.  I used it when taking a flight during COVID.",B0792STW2V,B0792STW2V,AHH3LOVB7TFJHIOJPALLLANHJFLQ,1594840961964,0,True
5.0,My 8 year old loves his Dudes he wears them everyday.,My son says they r the most comfortable shoes he has had.,B082VNBYFV,B082VNBYFV,AERBJO7LMTUVD7RKCC6P7ZJYMIOQ,1614437739013,0,True
5.0,Five Stars,"Fits perfect, supper cute, and nice material. Bought for a wedding and can't wait to wear it.",B072XC3D3S,B072XC3D3S,AEZOI2QWDFWAD6K24BPNK5FIZYCA,1502141119484,0,True
5.0,belt,very good quality,B0713MFTB7,B0713MFTB7,AEXYEF4IPVI7EA42DZ4TBQQRF67Q,1505258417169,0,True
1.0,but this is like XL. I even don't go out wearing it,"Too cheap meterial, and too large to me. My size is M, but this is like XL. I even don't go out wearing it. If it were a Amazon prime product, I would return it, but I couldn't. It is so frustrating.",B019PO9QPQ,B019PO9QPQ,AHPZMRWPFGQADL7SFGZ6WSUDM6JQ,1467440887000,0,True
5.0,Awesome,Super cute and soft silk great! :) a must buy!,B07ZRBFTSK,B09W891Z88,AGIXAJG2FBT6LYZB3RWACA3W2NCQ,1583095527379,1,True
4.0,"... forever to come but for the price is a nice suit, im 5","Def took forever to come but for the price is a nice suit, im 5.2&#34;, 155lbs, chose a xl cause im a 36dd and it fits good, had to take out the padding so I will feel more comfortable but fits.<br />Im giving it 4 stars cause the material is somehow cheap and the back doesn't have a clip like the picture shows so is tricky to put in and out and I have the feeling that the straps will break soon, let's see how long it last, might change ny review later on",B01J5OLQZE,B01J5OLQZE,AGBVXTHP6NOELT6A37VQCMDXXZAA,1489244208000,0,True
5.0,BELLO!,Ya son 2 que le compro a mi hija! Ella enamorada... Trae juegos!,B0896Y1MYH,B0B14FJ5SS,AFE7OPL7OBBMFB4YGWCYNZVPNYHA,1650475853770,0,True
2.0,He was not happy with the fit of this shirt,"I purchased this item for my husband. He was not happy with the fit of this shirt, as it tended to roll up after wearing it for a few hours. The InstaSlim shirts are much better.",B011A9OV90,B011A9OV90,AE3EZRJIRYWQ7HNBPOS6NR35RPPA,1441214907000,0,True
5.0,Nice necklace,Pretty! I really like the pop of turquoise,B01LBGUX1W,B01LBGUX1W,AE74X3QTXU3YXHXWIQBB5RX32DIA,1546015151018,0,True
5.0,The size of the bag,Great used for recreation big enough to put all my personal items in love the color,B07L5GDKM7,B07L5GDKM7,AGJZDUGYLGMAQMMXIZ7SPO3NHG7Q,1556727110675,0,True
1.0,If you have a small wrist do not waste your time on it,This was extremely large. Too large in fact to even work for me. I had all the extra links removed and everything. If you have a small wrist do not waste your time on it.,B0776Y939G,B0776Y939G,AEI25I5NMFRKY56PC7YPJZQ7KAGQ,1525360294275,0,True
4.0,Good quality,"I like the color, fit and quality. Only dislike is back of net has to be Velcroed together. Hard to do in turkey hunting situation",B06W2LKTBP,B06W2LKTBP,AH4VNJZPZ4B22ZWR3TB5US7NLAYQ,1557584066386,0,True
3.0,Cute but not comfortable,"So so cute. Fit nicely, but rub on heals super bad which makes them really uncomfortable and not something I will choose to wear over and over again. The weird part is I have these in another color and the other color doesn't rub like this. Must be the extra sparkles?<br /><br />I will probably give them a couple more chances but I will have to make sure I have a backup pair on me to change just in case.",B07CYZB4VH,B07CYZB4VH,AGD36HFU7AVOI35OIXV4XH3XVAWA,1555632926218,0,True
5.0,Five Stars,Very good quality!!,B00H3BLXKK,B00H3BLXKK,AHNH5LXC55ZRYHUIPOIOLC4QRYBA,1427075963000,0,True
5.0,Great gift even better butt,I bought these for my wife and she loves them! She wears them everyday. I finally did good! And her butt looks great in them so win-win,B07Z1D2SYX,B07Z1D2SYX,AGASXUUWVPWUD3FNH7BLCMZDFWVA,1579308712629,0,True
5.0,Cute and comfortable,"This top looks like the pictures provided on Amazon. The material is soft, it is lightweight, and cute.",B088M4N1DT,B088M4N1DT,AGHGQHG5ACJ3YULLTJ27ZJROS6UQ,1598717145513,0,True
1.0,No muy satisfecho.,Mala calidad de producto.,B07458KPC3,B08CY88VXR,AE75GALFGNCXBQHYT6UXGZOQAV2Q,1686160681625,0,True
4.0,Four Stars,Stretches out at the neck but worked very well,B01NAWEBSA,B097SM9YTH,AHM7HY67TGVI4ISWKDP7MKB7N72Q,1541552432914,0,True
4.0,Fits great & is well made!,"This bathing suit is well-constructed, has vivid colors, and fits beautifully - It'll be my summertime staple at the beach this year. I arrived on time and in perfect condition. I received this item at a discounted price, as I am part of the Amazon product review process.",B01CN8U17I,B01CN8U17I,AHGR5J2FE3LV4BKFVMWKXDRLMFZQ,1464884088000,0,False
1.0,Cheap,Completely fell apart within 2 days,B00M4L9IQU,B0C51HZLBW,AGXBAQD7XUD3JPRABARNJ3A6I7XA,1601408034472,0,True
3.0,cute,"I bought this looking for something different. It is really cute and same in person. For the price it's not that bad. It is a little big, but that is just on me. I am not to happy with the backing on it but like I said for the price is cute and worth it.",B00F061NSW,B00F061NSW,AFQFEMO2CJFZ57Q2XT6EYFWJNIXA,1397237088000,0,True
5.0,Must have,Loved this. Perfect for summer,B07Q28FHW5,B07Q28FHW5,AGWXFE5MPLZV46BYVJAKBAELG22A,1562882024665,0,True
4.0,Warm!,"Nice sweater. It’s warm, but the material balls up quickly. Still consider it to be a good purchase for the price!",B07JFRL8SJ,B07JFRL8SJ,AEZPJGMOHGQNIYCURQSNJZSEK5LQ,1642778917228,0,True
5.0,"Price, Discription, Service","Good,  Good,  Good",B082DXQFXH,B082DXQFXH,AEDZ6IMWY2G2B6TKXR665HHOO35Q,1584847573346,0,True
2.0,Poor quality,This mask is very thin and doesn’t stay in place. Poor quality.,B08FC2Y129,B08FC2Y129,AF4K6XHTWGPZ7LLO3X7FT5BQGWLA,1602016673188,0,True
1.0,Ordered a hamburger but got a miniature slider!,"Sizes apparently are not coinciding with the mentioned size labels. I ordered a 2xl but the 2xl, fitted like a large! Kinda like ordering a hamburger but you get a slider!",B0793DK6HY,B0793DK6HY,AGB7ZLIT7OQ4TNVQXRCOSJI7V36Q,1540131745147,0,True
2.0,Cheaply made,This is not a trucker style hat and not for a large head..the front of the hat sags in as there is no reinforcement in the front..i am returning it...,B09JNTN7X4,B09JNTN7X4,AHL4BW3KZERPKDX4RVZJUOPIV7UA,1642172912702,2,True
5.0,Very good,"Very good, I love them.",B07J4R8TYF,B0BG8SXMWJ,AFTLD6NLAEVTCIFUHFMHZLDE522Q,1578370882350,0,True
4.0,Great Belt for Big Men,Great belts and very comfortable for big men,B01I2UK2X4,B01I2UK2X4,AGOSHRW3APBRCBI2NPHTOGZUPD6Q,1488296652000,0,True
2.0,Disappointed in the way it looks in real.,Not thrilled with the material or the colors.  You get what you pay for sometimes.,B07CKCQ87H,B07CKCQ87H,AFEJ3AOYHYHQETRHJLUY5JVCM2EQ,1597189796759,0,True
2.0,Not exactly what I ordered,"The bracelet was cute but it wasnt what I ordered. I ordered it with a little moon on it and it didnt come with the moon, only some jewels that kind of look like stars maybe",B07RFGWBH6,B07RFGWBH6,AF4SCWFQ6GMXN5D6QYP7VZS7XUVA,1567215789387,1,False
5.0,Love it!!,Great project Jersey! Love it!,B0928NZQP1,B0B38QM3QR,AEVEXGAWQYMFSRWKND2DQCKKDA4Q,1679519817681,0,True
5.0,It is a comfortable shoe,It is a comfortable shoe,B012U9SLSQ,B018BK7ZZ8,AEXVDQ6WXREFFZPWLMT3C6GJXNZQ,1510339937777,0,True
5.0,Perfect cost for it's 1 time use.,My granddaughter was the cutest on her 1st Stay at home Easter. This made the perfect Easter outfit!<br /> She wears 3 month USA clothing and this 60 fit perfectly. 70 is for 15lbs up.,B00TE1B6HC,B00TE1B6HC,AEJ6RWKC2ZCG5X6EDWXJMISBNNOA,1588514956443,0,True
5.0,Love it!,As described,B07JYWMR5W,B07JYWMR5W,AF37ZHBGRJ2772VYNK7R2X7SUNOQ,1624313336981,0,True
1.0,So so,The magnet are not magnetic,B07XWXZ91L,B07XWXZ91L,AHTK34VN2677H4NXYCVS7FAGTETQ,1674503003817,0,True
